Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
Malawi,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",367.901,370.712,393.431,412.55,434.805,448.943,432.689,424.141,426.415,426.563,450.219,494.168,462.762,516.634,470.019,539.362,592.3,626.505,622.679,637.037,640.456,614.456,611.594,645.024,683.742,714.413,749.67,820.311,875.64,929.012,976.87,"1,016.17","1,024.88","1,065.08",2014
Malaysia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,300.23","3,765.82","4,131.59","4,452.26","4,847.10","4,803.46","4,824.47","5,081.73","5,642.36","6,241.75","6,762.37","7,539.11","8,167.08","8,938.46","9,702.19","10,594.05","11,563.97","12,306.79","11,233.73","11,800.56","12,788.76","12,805.37","13,368.35","14,086.43","15,106.42","16,014.81","17,198.40","18,582.23","19,502.46","19,020.95","20,335.81","21,498.37","22,736.32","23,848.75",2014
Maldives,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,156.82","1,313.08","1,452.98","1,521.35","1,786.07","2,017.38","2,152.61","2,342.38","2,569.04","2,843.02","2,722.59","2,871.75","3,041.44","3,194.89","3,416.60","3,675.41","3,995.46","4,393.37","4,776.38","5,096.19","5,379.71","6,027.48","6,344.20","7,188.83","8,139.37","7,615.04","9,221.67","10,290.60","11,709.09","11,399.78","12,096.71","12,948.94","13,180.51","12,545.87",2006
Mali,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",449.893,467.113,469.847,499.627,523.225,542.126,591.831,611.01,622.251,713.149,777.72,858.411,829.951,860.289,886.619,902.774,962.138,"1,004.65","1,033.15","1,079.29","1,038.22","1,153.79","1,186.04","1,262.71","1,286.25","1,365.61","1,435.31","1,488.52","1,543.24","1,573.84","1,634.34","1,662.46","1,643.68","1,649.02",2010
Malta,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,123.63","6,816.38","7,203.33","7,406.35","7,793.25","8,166.00","8,421.20","9,063.86","9,952.34","10,966.88","11,786.53","12,772.22","13,976.11","14,731.55","15,589.42","16,868.51","17,768.75","18,819.94","19,537.69","20,476.66","20,643.20","20,663.56","21,379.95","22,184.76","22,775.02","24,255.79","25,340.72","26,976.51","28,248.97","27,549.35","28,659.14","29,795.78","30,904.08","31,856.68",2013
Marshall Islands,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,024.65","1,958.35","1,910.20","2,053.40","2,244.14","2,377.05","2,417.40","2,457.82","2,566.78","2,681.15","2,838.90","2,798.99","2,784.03","2,954.89","3,003.13","3,190.98","3,327.56",2013
Mauritania,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,870.37","1,880.88","1,904.76","2,008.06","1,933.16","2,107.13","2,207.24","2,094.10","2,114.65","2,247.37","2,223.66","2,253.83","2,237.86","2,350.40","2,482.74","2,716.66","3,434.63","3,526.09","3,537.26","3,435.69","3,552.07","3,689.35","3,884.64","4,065.18",2012
Mauritius,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,943.81","2,217.05","2,454.01","2,537.15","2,726.78","2,980.86","3,307.42","3,697.43","4,075.52","4,388.98","4,843.85","5,171.87","5,559.99","5,916.83","6,210.55","6,530.10","6,939.65","7,378.55","7,829.51","8,075.17","8,847.68","9,250.31","9,487.64","10,181.93","10,843.52","11,287.93","12,103.35","13,097.54","14,039.58","14,538.86","15,283.50","16,179.29","16,962.25","17,748.79",2012
Mexico,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","5,486.24","6,368.41","6,590.89","6,482.88","6,808.19","7,040.69","6,825.53","6,980.62","7,172.81","7,602.04","8,122.66","8,592.22","8,947.70","9,216.53","9,703.57","9,193.71","9,768.15","10,482.01","10,949.67","11,274.01","11,998.07","12,050.72","12,098.37","12,359.56","13,090.99","13,766.10","14,725.48","15,397.39","15,703.48","14,872.59","15,623.90","16,391.59","17,161.06","17,482.23",2014
Micronesia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,063.41","2,030.87","1,935.68","2,011.90","2,066.46","2,205.53","2,299.01","2,354.93","2,452.49","2,444.36","2,585.12","2,674.35","2,701.32","2,700.71","2,759.68","2,896.71","2,987.45","3,037.62","2,970.77",2013
Moldova,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,207.22","2,232.60","1,920.89","1,605.27","1,543.40","1,601.01","1,786.36","1,755.35","1,836.04","1,998.15","2,191.67","2,389.69","2,644.16","2,939.67","3,184.26","3,375.28","3,719.95","3,528.83","3,829.43","4,178.69","4,225.51","4,698.13",2013
Mongolia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,581.99","3,280.43","2,988.99","2,935.81","3,033.64","3,245.58","3,330.54","3,473.60","3,580.25","3,697.25","3,774.31","3,981.93","4,197.16","4,539.14","5,044.97","5,482.58","6,039.32","6,649.09","7,187.84","6,960.62","7,437.44","8,802.48","9,879.89","11,044.93",2014
Montenegro,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"7,705.62","7,938.19","8,210.78","8,581.34","9,202.58","9,894.70","11,072.57","12,579.81","13,687.30","12,977.27","13,434.85","14,129.12","13,996.00","14,670.51",2013
Morocco,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,494.83","1,548.84","1,757.27","1,774.35","1,872.61","2,007.05","2,166.27","2,114.90","2,362.90","2,455.79","2,639.23","2,866.52","2,815.83","2,808.66","3,116.23","2,956.80","3,325.06","3,272.89","3,488.49","3,521.47","3,641.13","3,945.81","4,081.63","4,361.03","4,645.62","4,898.42","5,371.91","5,647.61","6,033.75","6,269.80","6,518.85","6,929.34","7,194.52","7,580.15",2014
Mozambique,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",197.342,221.155,213.677,183.446,174.807,180.319,179.026,210.839,236.568,260.849,269.712,289.989,267.21,290.274,304.372,307.574,345.382,379.66,413.306,444.755,445.634,499.756,538.943,571.101,619.28,669.928,733.215,787.454,827.221,864.754,913.898,977.087,"1,039.22","1,107.09",2013
Myanmar,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,874.414,972.544,"1,119.09","1,262.93","1,425.82","1,645.03","1,908.08","2,223.07","2,574.63","2,940.94","3,085.63","3,245.74","3,434.94","3,672.22","3,980.14","4,347.90",2007
Namibia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,124.77","4,306.06","4,638.78","4,521.75","4,616.85","4,768.98","4,861.66","4,992.65","5,051.67","5,140.24","5,372.67","5,620.79","5,989.74","6,218.06","6,699.64","7,112.12","7,486.11","7,970.33","8,218.60","8,182.76","8,653.08","9,146.87","9,659.67","10,176.81",2008
Nepal,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",418.214,484.234,521.621,514.101,570.591,610.957,637.158,649.791,708.119,749.87,794.255,851.399,883.672,915.439,985.854,"1,014.93","1,061.39","1,108.43","1,125.96","1,167.34","1,239.93","1,312.90","1,309.86","1,364.75","1,444.60","1,520.37","1,598.20","1,676.04","1,792.56","1,867.03","1,958.65","2,043.86","2,155.79","2,255.49",2012
Netherlands,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,643.79","12,579.34","13,127.66","13,833.52","14,712.94","15,513.93","16,231.72","16,846.51","18,118.53","19,537.41","20,962.00","22,014.48","22,728.64","23,398.25","24,454.94","25,479.22","26,745.55","28,225.31","29,642.17","31,405.16","33,243.53","34,464.90","34,806.47","35,434.89","37,017.77","38,941.65","41,484.98","44,065.72","45,519.87","43,910.91","44,839.46","46,309.04","46,491.08","46,878.44",2014
New Zealand,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,800.42","9,855.15","10,684.47","10,987.40","12,036.46","12,451.46","12,815.84","13,344.31","13,761.05","14,364.64","14,886.58","14,666.69","14,977.96","15,883.94","17,063.70","17,865.13","18,629.07","19,301.99","19,510.50","20,588.79","21,770.66","22,496.42","23,588.47","24,723.12","26,174.64","27,465.90","28,645.23","30,236.71","30,326.43","30,329.74","31,019.41","31,895.33","33,220.44","34,213.93",2014
Nicaragua,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,023.01","2,140.07","2,271.23","2,356.37","2,426.16","2,592.06","2,715.84","2,818.03","2,843.96","2,935.70","3,136.66","3,332.93","3,458.94","3,692.92","3,825.26","3,702.02","3,819.43","4,090.43","4,325.87","4,547.33",2013
Niger,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",569.627,601.217,630.526,608.918,507.158,545.68,573.42,570.326,611.48,621.708,616.704,632.298,584.673,586.895,602.341,554.926,573.803,566.653,623.829,620.439,599.574,628.536,649.015,686.019,676.733,723.709,762.099,779.605,842.012,813.989,865.97,876.214,968.066,997.995,2009
Nigeria,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,131.76","1,454.08","1,487.25","1,429.26","1,411.54","1,534.98","1,388.95","1,235.20","1,335.55","1,435.06","1,630.70","1,674.03","1,719.79","1,796.38","1,848.89","1,877.96","2,002.55","2,087.29","2,159.16","2,193.22","2,351.15","2,504.94","2,645.99","2,938.70","3,196.95","3,490.06","3,792.45","4,132.51","4,429.46","4,733.29","5,127.72","5,342.44","5,521.83","5,756.27",2012
Norway,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","14,973.84","16,574.02","17,577.66","18,943.00","20,744.81","22,525.06","23,823.23","24,715.83","25,380.31","26,562.77","27,967.13","29,620.75","31,195.03","32,651.51","34,842.17","36,863.70","39,219.58","41,803.26","43,099.61","44,313.24","46,488.65","48,339.94","49,482.25","50,647.75","53,791.72","56,578.66","59,201.76","61,898.55","62,489.75","61,230.80","61,520.24","62,571.35","64,629.52","65,415.30",2014
Oman,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,239.64","9,737.73","11,531.31","12,905.32","14,206.59","16,790.53","16,402.86","15,199.96","16,557.20","16,730.10","20,763.32","21,952.20","23,512.55","24,697.46","25,386.86","26,423.14","27,016.29","28,555.28","29,077.46","29,089.70","31,150.29","32,727.76","32,325.50","31,561.48","32,282.92","33,526.73","35,701.57","37,493.52","40,487.02","41,823.98","44,336.86","45,406.47","44,480.69","43,331.94",2012
Pakistan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",863.882,980.079,"1,077.08","1,162.11","1,229.96","1,329.29","1,392.98","1,481.36","1,608.03","1,709.48","1,799.65","1,917.81","2,049.44","2,088.28","2,170.80","2,271.55","2,406.65","2,430.98","2,484.49","2,568.92","2,682.26","2,741.03","2,813.40","2,931.79","3,175.08","3,503.39","3,751.36","3,992.45","4,105.38","4,064.58","4,133.17","4,282.21","4,437.17","4,581.54",2015
Palau,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"9,130.15","9,592.28","10,280.70","9,780.01","10,705.65","11,129.85","11,230.63","11,751.91","11,623.48","10,684.97","11,433.82","12,454.40","13,338.50","13,376.83",2014
Panama,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,092.23","3,604.43","3,938.59","3,820.83","3,972.23","4,206.84","4,348.41","4,285.41","3,761.28","3,886.55","4,268.33","4,724.05","5,118.55","5,411.75","5,567.90","5,666.34","6,069.33","6,439.28","6,846.11","7,078.95","7,288.37","7,348.50","7,477.96","7,794.67","8,448.60","9,173.81","10,074.48","11,387.34","12,560.49","12,917.49","13,812.47","15,368.54","17,049.66","18,470.36",2013
Papua New Guinea,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",696.188,749.679,784.75,825.199,827.857,863.656,911.716,975.147,"1,008.54",989.806,953.747,"1,047.15","1,129.88","1,333.01","1,405.30","1,348.85","1,426.30","1,324.18","1,366.18","1,378.08","1,341.59","1,338.63","1,353.46","1,407.00","1,419.86","1,487.67","1,532.42","1,647.18","1,750.01","1,829.42","1,914.01","2,075.22","2,192.82","2,294.45",2012
Paraguay,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","2,586.31","2,997.36","3,047.57","2,982.17","3,082.66","3,208.40","3,180.76","3,290.38","3,494.96","3,723.91","4,020.75","4,037.68","4,099.00","4,300.47","4,519.65","4,818.38","4,876.41","5,170.32","5,229.98","5,237.48","4,783.91","4,754.30","4,730.03","4,935.27","5,175.54","5,353.36","5,677.24","6,032.86","6,426.85","6,109.99","6,875.13","7,197.91","7,119.25","8,127.02",2013
Peru,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,138.99","3,530.72","3,647.92","3,357.37","3,525.49","3,630.24","4,058.81","4,385.18","4,021.96","3,541.56","3,415.39","3,538.06","3,532.64","3,799.34","4,291.38","4,633.83","4,776.60","5,094.27","5,051.19","5,125.84","5,301.75","5,372.89","5,665.35","5,927.28","6,294.91","6,800.39","7,422.23","8,098.67","8,875.26","8,898.62","9,619.74","10,292.28","10,936.42","11,576.75",2014
Philippines,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,885.64","2,079.77","2,232.87","2,306.38","2,159.81","2,016.18","2,076.59","2,167.23","2,341.53","2,523.35","2,634.77","2,645.09","2,652.42","2,709.31","2,822.70","2,947.16","3,103.79","3,244.62","3,108.63","3,184.83","3,400.54","3,496.73","3,607.78","3,781.47","4,062.34","4,305.77","4,578.93","4,913.50","5,114.73","5,184.11","5,550.36","5,772.51","6,167.03","6,593.82",2014
Poland,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,724.01","4,607.16","4,613.47","4,993.16","5,107.24","5,433.46","5,701.43","5,951.11","6,355.73","6,847.73","6,529.31","6,257.62","6,513.38","6,933.42","7,436.49","8,102.40","8,758.47","9,532.33","10,110.39","10,727.59","11,559.72","11,968.60","12,331.55","13,033.57","14,090.03","15,065.82","16,497.65","18,171.41","19,259.19","19,906.06","20,956.67","22,384.33","23,197.49","23,983.92",2014
Portugal,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,005.46","6,763.54","7,290.60","7,608.77","7,768.59","8,115.23","8,541.74","9,424.35","10,285.00","11,408.10","12,782.82","13,688.38","14,446.10","14,674.45","15,185.60","15,817.27","16,606.70","17,559.97","18,507.34","19,411.15","20,460.37","21,183.45","21,555.66","21,698.45","22,644.69","23,508.95","24,563.22","25,794.48","26,314.95","25,700.81","26,496.47","26,588.37","26,093.15","26,236.42",2014
Qatar,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","72,042.12","69,878.13","63,255.16","58,098.18","65,417.54","55,586.87","55,993.20","55,590.21","57,893.36","60,957.30","46,171.80","46,082.98","51,993.79","52,270.54","53,799.91","55,560.98","57,745.38","73,907.27","79,938.70","81,416.25","86,690.34","89,394.76","94,515.17","95,367.97","107,069.61","104,215.93","115,017.88","116,969.09","104,087.86","111,805.39","134,871.95","149,642.11","148,615.94","141,850.86",2014
Romania,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,792.97","5,214.66","5,727.00","6,284.81","6,870.39","7,051.18","7,327.30","7,531.52","7,715.70","7,523.61","7,355.22","6,627.58","6,208.25","6,488.58","6,929.50","7,624.23","8,115.01","7,795.73","7,538.45","7,601.82","8,010.00","8,661.02","9,510.30","10,314.96","11,541.29","12,490.09","13,993.00","15,443.25","17,487.82","16,531.79","16,719.26","17,326.26","17,849.64","18,826.66",2014
Russia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"10,727.12","10,040.37","8,945.77","8,769.72","8,607.61","8,905.94","8,538.73","9,257.67","10,462.19","11,330.60","12,066.92","13,264.24","14,654.43","16,159.48","18,064.51","20,128.03","21,615.05","20,066.36","21,210.69","22,563.64","23,710.84","24,342.68",2014
Rwanda,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",452.993,489.511,488.778,519.093,592.845,617.722,642.715,635.033,636.779,603.269,613.716,588.772,641.513,627.155,401.576,540.664,621.379,693.644,696.129,670.571,666.827,692.075,762.311,774.519,842.096,937.53,"1,035.91","1,119.68","1,229.30","1,288.87","1,344.76","1,445.99","1,556.27","1,610.11",2012
Samoa,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,900.54","2,913.08","3,120.76","3,410.73","3,643.77","3,858.93","4,055.67","4,469.67","4,666.04","4,812.98","5,015.45","4,695.99","4,612.04","4,960.07","5,071.18","5,058.53",2011
San Marino,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"70,286.10","73,097.07","77,304.21","84,307.28","86,887.82","75,983.07","72,949.07","67,000.76","62,703.77","60,469.28",2013
São Tomé and Príncipe,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,509.73","1,451.10","1,554.56","1,517.35","1,440.07","1,582.13","1,479.94","1,432.78","1,470.79","1,530.78","1,510.01","1,534.96","1,535.52","1,570.84","1,609.08","1,644.51","1,668.32","1,682.50","1,711.76","1,749.59","1,765.77","1,830.45","1,866.64","1,988.10","2,073.27","2,235.89","2,448.15","2,457.04","2,628.90","2,675.84","2,750.32","2,861.38","2,965.43","3,054.83",2011
Saudi Arabia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","28,426.35","30,987.76","27,863.50","25,316.62","24,194.65","22,750.68","23,174.28","21,782.04","23,235.75","23,003.18","24,609.11","26,420.89","26,604.07","26,725.98","26,818.11","26,775.15","27,510.99","28,019.67","28,428.68","27,961.30","29,270.10","29,379.89","29,153.37","31,425.66","34,227.86","36,648.93","38,571.69","40,591.99","43,404.37","43,074.32","44,181.11","48,163.47","50,240.79","51,027.66",2010
Senegal,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",821.014,918.119,"1,022.70",978.045,"1,020.43","1,055.88","1,077.79","1,137.58","1,135.50","1,190.64","1,191.39","1,227.66","1,237.16","1,245.10","1,235.21","1,292.64","1,308.36","1,338.83","1,399.03","1,474.35","1,517.77","1,582.17","1,574.82","1,668.06","1,765.90","1,873.23","1,925.17","2,017.90","2,075.06","2,082.27","2,134.14","2,153.34","2,223.42","2,274.74",2011
Serbia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,165.36","6,632.10","7,216.36","7,705.21","8,653.48","9,455.12","10,263.89","11,202.83","12,086.95","11,846.67","12,110.08","12,632.63","12,796.67","13,404.80",2013
Seychelles,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,597.26","4,756.16","4,946.64","5,110.22","5,486.83","6,194.84","6,328.32","6,523.30","7,084.80","8,069.00","8,947.24","9,374.55","10,228.98","11,005.43","10,677.34","10,793.04","11,912.73","13,435.58","13,646.96","13,840.65","14,626.48","14,607.27","14,735.39","14,134.51","14,161.57","15,861.08","17,516.64","19,755.02","19,275.48","19,131.58","19,951.71","21,722.13","23,318.06","24,846.58",2012
Sierra Leone,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",369.694,401.942,425.559,425.407,445.44,420.326,419.983,431.53,446.282,475.394,494.765,505.182,436.933,472.694,491.948,488.052,481.809,419.948,435.523,406.574,545.411,736.17,903.423,960.292,"1,005.83","1,044.33","1,087.68","1,176.51","1,237.82","1,262.09","1,319.89","1,399.82","1,611.36","1,926.66",2012
Singapore,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","8,845.39","10,202.10","11,113.64","12,377.17","13,683.24","14,004.95","14,490.67","16,213.38","18,178.93","20,206.99","22,179.51","23,764.36","25,258.50","28,122.37","30,875.05","32,724.75","34,404.68","36,643.94","35,007.58","37,409.62","40,949.63","40,380.02","42,338.55","45,767.98","50,876.27","55,134.60","59,957.90","64,421.31","63,394.31","61,604.06","70,598.10","74,949.24","77,023.02","80,442.89",2014
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,209.26","8,854.38","9,696.36","10,536.76","11,254.60","11,811.98","11,944.69","12,346.09","13,043.37","13,853.88","14,881.00","16,150.63","17,727.47","19,745.41","22,426.85","24,092.59","22,933.33","24,278.85","25,588.49","26,419.27","27,199.76",2014
Slovenia,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"11,080.56","11,720.40","12,604.26","13,392.89","14,151.82","15,146.02","15,866.09","16,958.56","17,979.51","18,909.43","19,896.96","20,859.93","22,350.60","23,979.26","26,038.84","28,487.51","30,006.56","27,573.90","28,054.51","28,774.40","28,434.31","28,545.95",2014
Solomon Islands,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",764.077,793.321,801.542,838.059,842.421,816.989,807.808,873.073,889.826,937.48,966.172,"1,028.82","1,152.78","1,193.04","1,280.32","1,398.88","1,407.37","1,379.47","1,373.99","1,350.78","1,152.64","1,056.43","1,015.41","1,074.90","1,163.83","1,322.52","1,383.85","1,476.42","1,575.88","1,479.06","1,565.36","1,765.75","1,842.18","1,886.19",2013
South Africa,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,636.08","5,206.41","5,367.89","5,337.26","5,664.22","5,639.84","5,626.61","5,766.63","6,090.17","6,339.78","6,405.53","6,394.90","6,241.93","6,310.86","6,499.43","6,698.03","6,984.20","7,171.15","7,177.74","7,351.43","7,717.57","7,991.78","8,405.44","8,714.70","9,241.76","9,910.77","10,643.20","11,354.78","11,780.63","11,521.28","11,842.42","12,291.01","12,602.42","12,890.50",2014
South Sudan,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,563.94","1,645.33","2,064.04",2008
